Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient
2013,1,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,10,0,0,"refried beans, unspecified; rice",beans; rice
2013,1,Minnesota,Norovirus,,Suspected,Banquet Facility (food prepared and served on-site),12,0,0,,
2013,1,Rhode Island,Norovirus unknown,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,,
2013,1,Tennessee,Norovirus Genogroup II,GII_1,Confirmed,Restaurant - Sit-down dining,6,0,0,,
2013,1,Illinois,,,,Restaurant - Sit-down dining; Private home/residence,22,1,0,,
2012,12,Tennessee,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,3,0,"sushi, unspecified",
2012,12,Massachusetts,Campylobacter jejuni,,Confirmed,Other (describe in remarks),3,3,0,,
2012,1,New Jersey,Norovirus Genogroup II,,Confirmed,Restaurant - other or unknown type,7,0,0,,
2012,12,New Jersey,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,28,0,0,dessert unspecified; cranberry sauce,
2011,12,Puerto Rico,,,,Other (describe in remarks),24,0,0,doughnuts,
2012,2,New Jersey,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",9,0,0,,
2012,1,New Jersey,,,,Banquet Facility (food prepared and served on-site),5,0,0,,
2012,6,New Jersey,Norovirus,,Suspected,Restaurant - Sit-down dining,25,2,0,,
2012,7,New Jersey,,,,Private home/residence,14,0,0,,
2012,3,New Jersey,Salmonella enterica,Litchfield,Suspected,Restaurant - Sit-down dining,3,0,0,,
2012,6,New Jersey,Norovirus,,Suspected,Other (describe in remarks),62,1,0,"cake, unspecified",
2013,1,New York,,,,Restaurant - Sit-down dining,5,0,0,,
2013,1,Michigan,,,,Restaurant - Sit-down dining,8,0,0,,
2012,9,California,,,,Restaurant - Sit-down dining,4,0,0,,
2012,10,California,Norovirus unknown,,Confirmed,School/college/university,25,0,0,,
2012,11,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,18,0,0,,
2012,7,New Jersey,Norovirus,,Suspected,Office/indoor workplace,10,0,0,,
2013,1,Florida,,,,Private home/residence,4,1,0,"oysters, raw",
2012,10,California,,,,Restaurant - Sit-down dining,2,0,0,,
2013,2,Ohio,Norovirus Genogroup II,GII_2,Suspected,Restaurant - Sit-down dining,4,0,0,,
2013,1,Iowa,Staphylococcus aureus,,Confirmed,Restaurant - Sit-down dining,15,0,0,"chicken, tetrazini",chicken
2012,12,Iowa,Salmonella enterica,Mbandaka,Confirmed,,2,0,0,,
2013,2,Tennessee,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2012,12,Kansas,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,1,0,,
2012,10,Oklahoma,,,,,8,2,0,,
2012,10,New Mexico,Salmonella enterica,Typhimurium,Confirmed,Restaurant - Sit-down dining,17,2,0,macaroni and cheese,
2012,1,California,Campylobacter jejuni,,Confirmed,Other (describe in remarks),33,2,0,milk,raw milk
2013,1,Florida,Norovirus unknown,,Suspected,,6,0,0,lettuce based salads,iceberg lettuce; tomato
2012,12,Texas,,,,Restaurant - Sit-down dining,9,0,0,,
2012,9,Kansas,,,,Grocery store,32,0,0,vegetable platter,
2013,2,Illinois,,,,Caterer (food prepared off-site from where served),30,0,0,,
2013,2,Illinois,,,,Banquet Facility (food prepared and served on-site),9,0,0,,
2013,2,Illinois,Norovirus Genogroup II,,Confirmed,Long-term care/nursing home/assisted living facility,52,0,0,,
2012,11,Kansas,,,,Caterer (food prepared off-site from where served),22,0,0,,
2012,11,Kansas,,,,Banquet Facility (food prepared and served on-site),12,0,0,,
2013,1,Arizona,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,5,0,0,,
2013,1,Maryland,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,19,0,0,,
2012,6,Puerto Rico,Ciguatoxin,,Confirmed,Private home/residence,2,2,0,"fish, mackeral",
2013,2,Ohio,Norovirus,,Suspected,Restaurant - other or unknown type,5,0,0,"pizza, unspecified",
2012,10,Florida,Salmonella enterica,Javiana,Confirmed,Private home/residence,43,40,0,"chicken, baked",
2012,12,Pennsylvania,Salmonella enterica,Enteritidis,Confirmed,Private home/residence,3,1,0,venison,
2013,2,New York,Scombroid toxin,,Confirmed,Private home/residence,2,0,0,mahi - mahi burger,"fish, mahi mahi"
2012,12,Michigan,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - Sit-down dining,4,0,0,,
2013,2,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Religious facility,66,0,0,,
2013,2,Ohio,Norovirus Genogroup II,GII_2,Confirmed,Restaurant - Sit-down dining,3,0,0,,
2013,2,Ohio,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,18,0,0,,
2013,2,Minnesota,Norovirus Genogroup II,,Confirmed,Banquet Facility (food prepared and served on-site); Religious facility,23,0,0,"cake, cheese; potato, baked",
2013,2,Ohio,Clostridium perfringens; Norovirus unknown,,Suspected; Suspected,Restaurant - Sit-down dining,2,0,0,"chicken, buffalo wings",
2013,2,Ohio,Norovirus,,Suspected,Restaurant - other or unknown type,2,0,0,,
2013,2,Kansas,,,,Restaurant - Sit-down dining,8,0,0,,
2013,2,Georgia,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2012,12,Michigan,,,,Restaurant - Sit-down dining,17,0,0,,
2013,2,New York,,,,Restaurant - Sit-down dining,6,0,0,"pizza, sausage and pepperoni",
2013,2,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",23,0,0,"sandwich, submarine",
2013,2,Illinois,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter); Private home/residence; Grocery store",11,0,0,,
2012,10,California,,,,Grocery store,17,0,0,carne asada; beans and rice,
2013,2,Kansas,,,,Restaurant - Sit-down dining,2,0,0,,
2013,2,Ohio,Norovirus,,Suspected,Private home/residence,2,0,0,,
2013,2,Illinois,,,,Restaurant - Sit-down dining,25,0,0,,
2012,12,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,16,0,0,,
2012,11,California,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",5,0,0,,
2012,11,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,12,0,0,,
2012,10,California,,,,Restaurant - Sit-down dining,8,0,0,,
2012,11,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,3,0,0,,
2012,11,California,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,8,0,0,,
2012,12,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,4,0,0,,
2012,11,California,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,5,0,0,,
2012,6,West Virginia,,,,Restaurant - Sit-down dining,31,0,0,,
2012,8,West Virginia,,,,Restaurant - Sit-down dining,11,0,0,,
2013,2,Minnesota,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2012,11,West Virginia,,,,Banquet Facility (food prepared and served on-site),25,0,0,,
2013,2,New York,Norovirus Genogroup II,,Suspected,Restaurant - Sit-down dining,4,0,0,,
2012,11,Massachusetts,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,School/college/university,8,4,0,"leaf lettuce, unspecified",
2013,2,Georgia,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),55,0,0,"beef; gravy, beef","beef; gravy, beef"
2013,1,Pennsylvania,Campylobacter jejuni,,Confirmed,Private home/residence,2,0,0,"milk, whole milk unpasteurized","milk, whole milk unpasteurized"
2013,2,Illinois,,,,Restaurant - Sit-down dining,8,1,0,,
2013,2,Louisiana,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,7,2,0,,
2013,2,Illinois,,,,Caterer (food prepared off-site from where served),12,0,0,,
2012,11,Colorado,Norovirus unknown,,Confirmed,Caterer (food prepared off-site from where served),15,1,0,,
2012,12,California,,,,Restaurant - Sit-down dining,10,0,0,"cheese; yogurt, unspecified",
2012,8,Texas,,,,Private home/residence; Grocery store,12,0,0,,
2013,2,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",25,0,0,"chicken, fried",
2012,11,Pennsylvania,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Unknown,3,3,0,,
2013,2,New York,Norovirus Genogroup II,,Suspected,Office/indoor workplace,21,0,0,grilled chicken club,
2012,11,Kansas,,,,,3,0,0,,
2012,12,Colorado,Clostridium perfringens,,Confirmed,Banquet Facility (food prepared and served on-site),35,0,0,chicken,chicken
2012,12,California,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,7,0,0,,
2012,7,Colorado,Salmonella enterica,Typhimurium,Confirmed,"Fair, festival, other temp or mobile services",29,1,0,,
2012,12,California,,,,Restaurant - Sit-down dining,8,0,0,,
2012,11,Kansas,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),37,1,0,pork,pork
2012,12,Kansas,,,,"Restaurant - ""Fast-food""(drive up service or pay at counter)",2,0,0,,
2013,2,New York,,,,Restaurant - Sit-down dining,3,0,0,,
2012,7,Missouri,"Salmonella enterica; Escherichia coli, Shiga toxin-producing",Muenchen; unknown,Suspected; Suspected,Unknown,11,0,0,,
2012,11,California,Mycotoxins,,Confirmed,Long-term care/nursing home/assisted living facility,6,6,4,"soup, mushroom",
2013,2,Ohio,Norovirus,,Suspected,Restaurant - other or unknown type,4,1,0,,
2013,3,Minnesota,,,,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),18,0,0,,
2012,12,Colorado,Norovirus Genogroup II,,Confirmed,Prison/jail,32,0,0,,
2012,7,Colorado,Vibrio parahaemolyticus,,Confirmed,Restaurant - Sit-down dining,4,0,0,"oysters, raw",oysters
2013,2,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,9,0,0,,
2013,2,Oregon,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant - Sit-down dining,4,,0,unspecified,
2013,2,Oregon,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Private home/residence,11,0,0,chicken tostadas,
2013,3,Oregon,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,38,2,0,ceviche,
2012,11,Colorado,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining,2,0,0,,
2012,11,Colorado,,,,Private home/residence,23,0,0,turkey,turkey
2012,11,Colorado,,,,Private home/residence,5,1,0,,
2013,1,New York,Ciguatoxin,,Confirmed,Private home/residence,4,1,0,"fish, baracuda","fish, baracuda"
2012,1,Wisconsin,Norovirus Genogroup II,GII_2,Confirmed,Restaurant - Sit-down dining,28,0,0,,
2012,7,Wisconsin,Norovirus Genogroup I,unknown,Confirmed,Restaurant - other or unknown type,7,0,0,,
2012,9,Wisconsin,Norovirus Genogroup II,GII_2,Confirmed,Banquet Facility (food prepared and served on-site),33,0,0,,
2012,2,Wisconsin,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,Private home/residence,9,0,0,"cake, ice cream",
2012,1,Wisconsin,Campylobacter jejuni,,Confirmed,Unknown,8,0,0,,
2012,3,Wisconsin,Norovirus Genogroup II,GII_4 New Orleans (2009),Confirmed,Caterer (food prepared off-site from where served),28,0,0,,
2012,7,Colorado,"Escherichia coli, Shiga toxin-producing",O111:NM,Confirmed,Private home/residence,2,0,0,raw milk,milk
2012,10,Wisconsin,Clostridium perfringens,,Confirmed,Private home/residence,17,0,0,"soup, chicken noodle",
2012,11,Wisconsin,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant - Sit-down dining,8,0,0,,
2012,12,Wisconsin,Norovirus Genogroup II,GII_4 Sydney (2012),Suspected,Banquet Facility (food prepared and served on-site),14,0,0,,
2013,3,Wisconsin,Norovirus Genogroup II,GII_4 Sydney (2012),Suspected,Restaurant - Sit-down dining,22,1,0,,
2012,4,Wisconsin,Norovirus Genogroup I,GI_6,Confirmed,Caterer (food prepared off-site from where served),46,1,0,,
2012,11,Colorado,Campylobacter jejuni,,Suspected,School/college/university,4,1,0,,
2012,4,Colorado,Norovirus unknown,,Suspected,Caterer (food prepared off-site from where served),8,0,0,,
2012,11,Colorado,,,,Caterer (food prepared off-site from where served),12,0,0,,
2012,4,Wisconsin,Norovirus Genogroup I,unknown,Confirmed,Restaurant - Sit-down dining,11,0,0,,
2013,2,Colorado,Clostridium perfringens; Staphylococcus aureus; Bacillus cereus,,Confirmed; Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,,
2013,1,Colorado,Norovirus unknown,,Confirmed,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),8,0,0,,
2013,1,Colorado,,,,Restaurant - Sit-down dining,2,0,0,chicken pot pie,
2013,3,Minnesota,Norovirus Genogroup II,,Confirmed,Other (describe in remarks),22,0,0,,
2013,2,New York,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,10,0,0,,
2011,9,Utah,Clostridium botulinum,,Confirmed,Prison/jail,8,0,0,pruno,potato
2013,1,Indiana,Clostridium perfringens,,Confirmed,Prison/jail,10,0,0,,
2013,1,Colorado,,,,Restaurant - Sit-down dining; Banquet Facility (food prepared and served on-site),23,1,0,,
2013,2,Arizona,,,,Restaurant - Sit-down dining,2,0,0,,
2009,6,Multistate,Listeria monocytogenes,,Confirmed,Private home/residence,18,6,0,mexican-style cheese,
2012,12,Kansas,,,,Restaurant - Sit-down dining,2,0,0,,
2012,11,Kansas,,,,Grocery store,2,0,0,salads,
2012,12,Colorado,Salmonella unknown,,Confirmed,Prison/jail,9,0,0,chicken,chicken
2013,3,Rhode Island,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Banquet Facility (food prepared and served on-site),7,0,0,"sandwich, tuna fish; sandwich, chicken",
2012,10,New Hampshire,,,,Banquet Facility (food prepared and served on-site),22,,0,,
2013,3,New York,Scombroid toxin,,Confirmed,Restaurant - Sit-down dining,2,0,0,yellowfin tuna,tuna
2013,3,New York,,,,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),4,0,0,,
2012,12,Colorado,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,27,0,0,"eggs, scrambled",egg
2012,8,California,Salmonella enterica,Thompson,Confirmed,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served); Religious facility,29,4,0,"sandwich, corned beef",
2012,9,California,,,,Caterer (food prepared off-site from where served),7,1,0,,
2013,3,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",34,0,0,,
2012,12,Texas,Shigella sonnei,,Confirmed,School/college/university,7,1,0,,
2013,1,Alaska,Campylobacter coli,,Confirmed,Other (describe in remarks),29,2,0,"milk, whole milk unpasteurized",milk
2013,3,South Carolina,,,,,62,0,0,"chicken, teriyaki",chicken
2012,11,California,Norovirus unknown,,Suspected,,6,0,0,green salad,
2013,2,Virginia,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Long-term care/nursing home/assisted living facility,42,0,0,,
2013,3,Minnesota,Clostridium perfringens,,Confirmed,Private home/residence,5,1,0,chicken chili,chicken
2012,12,Multistate,Salmonella enterica,Javiana,Confirmed,Other (describe in remarks),14,,,,
2011,12,Multistate,"Escherichia coli, Shiga toxin-producing",O26,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",29,7,0,clover sprouts,
2013,1,Connecticut,Campylobacter jejuni; Salmonella enterica,Mbandaka,Confirmed; Confirmed,Other (describe in remarks),7,1,0,"milk, whole milk unpasteurized","milk, whole milk unpasteurized"
2013,3,Connecticut,Norovirus Genogroup II,,Confirmed,Private home/residence,20,0,0,cookies,
2012,10,Virginia,Norovirus,,Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",15,0,0,pizza,
2012,1,Multistate,Salmonella enterica; Salmonella enterica,Bareilly; Nchanga,Confirmed; Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter); Restaurant - Sit-down dining; School/college/university",425,55,0,tuna sushi,tuna
2013,3,Florida,Norovirus unknown,,Suspected,Restaurant - Sit-down dining,7,1,0,,
2012,11,Virginia,,,,Restaurant - Sit-down dining; Caterer (food prepared off-site from where served),49,0,0,"turkey, smoked",
2010,1,Florida,Norovirus Genogroup II,,Confirmed,Private home/residence,12,0,0,frosting/icing,
2012,6,Multistate,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,6,1,0,"chicken, liver",
2012,11,Arizona,,,,Restaurant - Sit-down dining,3,0,0,,
2013,2,Ohio,Campylobacter jejuni,,Suspected,Private home/residence,2,0,0,"milk, whole milk unpasteurized","milk, whole milk unpasteurized"
2013,3,Minnesota,,,,Restaurant - Sit-down dining,5,0,0,"fish, unspecified",
2013,3,Tennessee,Clostridium perfringens,,Suspected,Restaurant - Sit-down dining,12,0,0,"steak, unspecified",
2013,3,Tennessee,Clostridium perfringens,,Confirmed,Restaurant - Sit-down dining,14,0,0,"soup, chicken",
2013,3,Tennessee,Clostridium perfringens; Clostridium perfringens,,Suspected; Suspected,Caterer (food prepared off-site from where served),29,0,0,,
2013,3,Oregon,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Caterer (food prepared off-site from where served),16,,1,mixed cut fruit,
2013,3,Maryland,,,,Restaurant - Sit-down dining,8,0,1,,
2012,12,Maryland,,,,Restaurant - Sit-down dining,4,0,0,,
2012,6,Colorado,,,,Caterer (food prepared off-site from where served),12,0,0,,
2012,5,Virginia,Norovirus,,Confirmed,Restaurant - Sit-down dining,24,1,0,,
2013,3,New York,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,Restaurant - Sit-down dining,6,0,0,cheese toast,
2013,3,New York,Norovirus Genogroup II,,Confirmed,Restaurant - Sit-down dining,34,0,0,,
2013,3,New York,,,,Restaurant - Sit-down dining,6,0,0,,
2013,3,Ohio,Clostridium perfringens,,Confirmed,Caterer (food prepared off-site from where served),17,0,0,roast beef,
2012,7,Multistate,Salmonella enterica; Salmonella enterica,Typhimurium; Newport,Confirmed; Confirmed,Private home/residence,261,94,3,cantaloupe,
2013,3,Iowa,Salmonella enterica,Typhimurium,Confirmed,Restaurant - other or unknown type,3,0,0,,
2011,9,Multistate,Salmonella enterica,Bovismorbificans,Confirmed,Restaurant - Sit-down dining,23,0,0,hummus,tahini
2013,3,Maryland,Norovirus Genogroup I,,Confirmed,Banquet Facility (food prepared and served on-site),12,0,0,,
2011,5,Florida,,,,Restaurant - Sit-down dining,14,0,0,,
2013,3,Virginia,Campylobacter jejuni,,Confirmed,Restaurant - Sit-down dining,14,0,0,"chicken, roasted; rice, fried rice",
2013,3,Ohio,Norovirus,,Suspected,"Restaurant - ""Fast-food""(drive up service or pay at counter)",3,0,0,"sandwich, chicken",
2012,2,Multistate,Salmonella enterica,Javiana,Confirmed,,49,14,0,cucumber,
2012,1,Multistate,"Escherichia coli, Shiga toxin-producing",O45,Confirmed,Private home/residence,21,,0,"sandwich, unspecified",
2013,4,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - Sit-down dining,12,0,0,mashed potato/gravy,potatoes
2012,8,Arkansas,Salmonella enterica; Salmonella enterica; Salmonella enterica; Salmonella enterica; Salmonella enterica; Salmonella enterica; Salmonella enterica,Anatum; Adelaide; Braenderup; Cerro; Heidelberg; Mbandaka; Newport,Confirmed; Suspected; Confirmed; Confirmed; Confirmed; Confirmed; Confirmed,Prison/jail,365,6,0,chicken salad,
2012,12,Washington,Norovirus,,Suspected,Restaurant - Sit-down dining,2,0,0,,
2013,3,Ohio,Norovirus Genogroup II,GII_4 Sydney (2012),Confirmed,"Restaurant - ""Fast-food""(drive up service or pay at counter)",6,0,0,breakfast sandwich,
2012,6,Pennsylvania,Campylobacter,,Confirmed,Restaurant - Sit-down dining,4,0,0,"duck, other",
